premise,hypothesis,update,label,country/cultural group,topic,anchor_trigger,anchor_target,anchor_specification,match_trigger,match_target,match_specification,anchor_rule,match_rule,trigger_sim,target_sim,spec_sim,normad_anchor_idx,normad_match_idx
"Sam was handed a wrapped present during a celebration, and the person who gave it smiled warmly.","When receiving a gift, it is correct to express gratitude and set the gift aside without opening it immediately.",They are a philippines national.,strengthener,philippines,gift_giving,receiving a gift,how to respond,praise enthusiastically immediately,receiving a gift,how to respond,express gratitude and set aside,Gifts are enthusiastically praised in front of the giver immediately upon receiving them.,"When receiving a gift, it is correct to express gratitude and set the gift aside without opening it immediately.",1.0,1.0,0.4191,220,41
"Sam was handed a wrapped present during a celebration, and the person who gave it smiled warmly.","When receiving a gift, it is correct to express gratitude and set the gift aside without opening it immediately.",They are a mexico national.,weakener,mexico,gift_giving,receiving a gift,how to respond,praise enthusiastically immediately,receiving a gift,how to respond,express gratitude and set aside,Gifts are enthusiastically praised in front of the giver immediately upon receiving them.,"When receiving a gift, it is correct to express gratitude and set the gift aside without opening it immediately.",1.0,1.0,0.4191,220,41
"Taylor was handed a wrapped box during a celebration, and they held it in their hands.",It is correct to open gifts when received.,They are a portugal national.,strengthener,portugal,gift_giving,receiving a gift,when to open the gift,open the gift immediately,receiving a gift,when to open the gift,do not open unless invited,It is correct to open gifts when received.,It is respectful to not open a gift in front of the giver unless explicitly invited to do so.,1.0,1.0,0.4347,409,420
"Taylor was handed a wrapped box during a celebration, and they held it in their hands.",It is correct to open gifts when received.,They are a thailand national.,weakener,thailand,gift_giving,receiving a gift,when to open the gift,open the gift immediately,receiving a gift,when to open the gift,do not open unless invited,It is correct to open gifts when received.,It is respectful to not open a gift in front of the giver unless explicitly invited to do so.,1.0,1.0,0.4347,409,420
Taylor received a wrapped present from a friend during a social visit.,It is respectful to not open a gift in front of the giver unless explicitly invited to do so.,They are a thailand national.,strengthener,thailand,gift_giving,receiving a gift,when to open the gift,open the gift immediately,receiving a gift,when to open the gift,do not open unless invited,It is correct to open gifts when received.,It is respectful to not open a gift in front of the giver unless explicitly invited to do so.,1.0,1.0,0.4347,409,420
Taylor received a wrapped present from a friend during a social visit.,It is respectful to not open a gift in front of the giver unless explicitly invited to do so.,They are a portugal national.,weakener,portugal,gift_giving,receiving a gift,when to open the gift,open the gift immediately,receiving a gift,when to open the gift,do not open unless invited,It is correct to open gifts when received.,It is respectful to not open a gift in front of the giver unless explicitly invited to do so.,1.0,1.0,0.4347,409,420
"Taylor was handed a wrapped box during a celebration, and they held it in their hands.",It is correct to open gifts when received.,They are a portugal national.,strengthener,portugal,gift_giving,receiving a gift,when to open the gift,open the gift immediately,receiving a gift,when to open the gift,avoid opening to show respect,It is correct to open gifts when received.,It is correct to avoid opening gifts when they are received to show respect.,1.0,1.0,0.4448,409,2414
"Taylor was handed a wrapped box during a celebration, and they held it in their hands.",It is correct to open gifts when received.,They are a sudan national.,weakener,sudan,gift_giving,receiving a gift,when to open the gift,open the gift immediately,receiving a gift,when to open the gift,avoid opening to show respect,It is correct to open gifts when received.,It is correct to avoid opening gifts when they are received to show respect.,1.0,1.0,0.4448,409,2414
"Jordan was handed a wrapped present during a celebration, and they prepared to accept it.",It is correct to avoid opening gifts when they are received to show respect.,They are a sudan national.,strengthener,sudan,gift_giving,receiving a gift,when to open the gift,open the gift immediately,receiving a gift,when to open the gift,avoid opening to show respect,It is correct to open gifts when received.,It is correct to avoid opening gifts when they are received to show respect.,1.0,1.0,0.4448,409,2414
"Jordan was handed a wrapped present during a celebration, and they prepared to accept it.",It is correct to avoid opening gifts when they are received to show respect.,They are a portugal national.,weakener,portugal,gift_giving,receiving a gift,when to open the gift,open the gift immediately,receiving a gift,when to open the gift,avoid opening to show respect,It is correct to open gifts when received.,It is correct to avoid opening gifts when they are received to show respect.,1.0,1.0,0.4448,409,2414
"Taylor was handed a wrapped box during a celebration, and they held it in their hands.",It is correct to open gifts when received.,They are a portugal national.,strengthener,portugal,gift_giving,receiving a gift,when to open the gift,open the gift immediately,receiving a gift in presence of giver,when to open the gift,wait patiently unless invited to open,It is correct to open gifts when received.,It is correct to patiently wait and not open a gift immediately in the presence of the giver unless invited to do so.,0.8058,1.0,0.4784,409,419
"Taylor was handed a wrapped box during a celebration, and they held it in their hands.",It is correct to open gifts when received.,They are a thailand national.,weakener,thailand,gift_giving,receiving a gift,when to open the gift,open the gift immediately,receiving a gift in presence of giver,when to open the gift,wait patiently unless invited to open,It is correct to open gifts when received.,It is correct to patiently wait and not open a gift immediately in the presence of the giver unless invited to do so.,0.8058,1.0,0.4784,409,419
Sam was standing quietly as the gift was handed over during the celebration.,It is correct to patiently wait and not open a gift immediately in the presence of the giver unless invited to do so.,They are a thailand national.,strengthener,thailand,gift_giving,receiving a gift,when to open the gift,open the gift immediately,receiving a gift in presence of giver,when to open the gift,wait patiently unless invited to open,It is correct to open gifts when received.,It is correct to patiently wait and not open a gift immediately in the presence of the giver unless invited to do so.,0.8058,1.0,0.4784,409,419
Sam was standing quietly as the gift was handed over during the celebration.,It is correct to patiently wait and not open a gift immediately in the presence of the giver unless invited to do so.,They are a portugal national.,weakener,portugal,gift_giving,receiving a gift,when to open the gift,open the gift immediately,receiving a gift in presence of giver,when to open the gift,wait patiently unless invited to open,It is correct to open gifts when received.,It is correct to patiently wait and not open a gift immediately in the presence of the giver unless invited to do so.,0.8058,1.0,0.4784,409,419
"Taylor was handed a wrapped box during a celebration, and they held it in their hands.",It is correct to open gifts when received.,They are a portugal national.,strengthener,portugal,gift_giving,receiving a gift,when to open the gift,open the gift immediately,receiving a gift,when to open the gift,put aside and not open in presence of giver,It is correct to open gifts when received.,Gifts should be put aside and not opened in the presence of the giver.,1.0,1.0,0.5172,409,2077
"Taylor was handed a wrapped box during a celebration, and they held it in their hands.",It is correct to open gifts when received.,They are a myanmar national.,weakener,myanmar,gift_giving,receiving a gift,when to open the gift,open the gift immediately,receiving a gift,when to open the gift,put aside and not open in presence of giver,It is correct to open gifts when received.,Gifts should be put aside and not opened in the presence of the giver.,1.0,1.0,0.5172,409,2077
"Sam was handed a wrapped box during a celebration, and they held it without opening it immediately.",Gifts should be put aside and not opened in the presence of the giver.,They are a myanmar national.,strengthener,myanmar,gift_giving,receiving a gift,when to open the gift,open the gift immediately,receiving a gift,when to open the gift,put aside and not open in presence of giver,It is correct to open gifts when received.,Gifts should be put aside and not opened in the presence of the giver.,1.0,1.0,0.5172,409,2077
"Sam was handed a wrapped box during a celebration, and they held it without opening it immediately.",Gifts should be put aside and not opened in the presence of the giver.,They are a portugal national.,weakener,portugal,gift_giving,receiving a gift,when to open the gift,open the gift immediately,receiving a gift,when to open the gift,put aside and not open in presence of giver,It is correct to open gifts when received.,Gifts should be put aside and not opened in the presence of the giver.,1.0,1.0,0.5172,409,2077
"Taylor was handed a wrapped box during a celebration, and they held it in their hands.",It is correct to open gifts when received.,They are a portugal national.,strengthener,portugal,gift_giving,receiving a gift,when to open the gift,open the gift immediately,accepting a gift,when to open the gift,do not open immediately,It is correct to open gifts when received.,"While accepting the gift is recommended, it is considered rude to immediately open it; gifts should be opened later.",0.8388,1.0,0.5864,409,2031
"Taylor was handed a wrapped box during a celebration, and they held it in their hands.",It is correct to open gifts when received.,They are a indonesia national.,weakener,indonesia,gift_giving,receiving a gift,when to open the gift,open the gift immediately,accepting a gift,when to open the gift,do not open immediately,It is correct to open gifts when received.,"While accepting the gift is recommended, it is considered rude to immediately open it; gifts should be opened later.",0.8388,1.0,0.5864,409,2031
Sam was handed a beautifully wrapped present during a celebration.,"While accepting the gift is recommended, it is considered rude to immediately open it; gifts should be opened later.",They are a indonesia national.,strengthener,indonesia,gift_giving,receiving a gift,when to open the gift,open the gift immediately,accepting a gift,when to open the gift,do not open immediately,It is correct to open gifts when received.,"While accepting the gift is recommended, it is considered rude to immediately open it; gifts should be opened later.",0.8388,1.0,0.5864,409,2031
Sam was handed a beautifully wrapped present during a celebration.,"While accepting the gift is recommended, it is considered rude to immediately open it; gifts should be opened later.",They are a portugal national.,weakener,portugal,gift_giving,receiving a gift,when to open the gift,open the gift immediately,accepting a gift,when to open the gift,do not open immediately,It is correct to open gifts when received.,"While accepting the gift is recommended, it is considered rude to immediately open it; gifts should be opened later.",0.8388,1.0,0.5864,409,2031
"Taylor was handed a wrapped box during a celebration, and they held it in their hands.",It is correct to open gifts when received.,They are a portugal national.,strengthener,portugal,gift_giving,receiving a gift,when to open the gift,open the gift immediately,receiving a gift,how to open the gift,do not open it in front of the giver,It is correct to open gifts when received.,Gifts should be given with both hands and not opened in the presence of the giver.,1.0,0.8339,0.622,409,1251
"Taylor was handed a wrapped box during a celebration, and they held it in their hands.",It is correct to open gifts when received.,They are a bangladesh national.,weakener,bangladesh,gift_giving,receiving a gift,when to open the gift,open the gift immediately,receiving a gift,how to open the gift,do not open it in front of the giver,It is correct to open gifts when received.,Gifts should be given with both hands and not opened in the presence of the giver.,1.0,0.8339,0.622,409,1251
Sam was standing in front of a friend who was handing over a wrapped present.,Gifts should be given with both hands and not opened in the presence of the giver.,They are a bangladesh national.,strengthener,bangladesh,gift_giving,receiving a gift,when to open the gift,open the gift immediately,receiving a gift,how to open the gift,do not open it in front of the giver,It is correct to open gifts when received.,Gifts should be given with both hands and not opened in the presence of the giver.,1.0,0.8339,0.622,409,1251
Sam was standing in front of a friend who was handing over a wrapped present.,Gifts should be given with both hands and not opened in the presence of the giver.,They are a portugal national.,weakener,portugal,gift_giving,receiving a gift,when to open the gift,open the gift immediately,receiving a gift,how to open the gift,do not open it in front of the giver,It is correct to open gifts when received.,Gifts should be given with both hands and not opened in the presence of the giver.,1.0,0.8339,0.622,409,1251
Taylor received a wrapped present from a friend during a celebration.,It is correct to open gifts in front of the giver as a sign of appreciation.,They are a united_kingdom national.,strengthener,united_kingdom,gift_giving,receiving a gift,when to open the gift,open it in front of the giver,accepting a gift,when to open the gift,do not open immediately,It is correct to open gifts in front of the giver as a sign of appreciation.,"While accepting the gift is recommended, it is considered rude to immediately open it; gifts should be opened later.",0.8388,1.0,0.4436,1017,2031
Taylor received a wrapped present from a friend during a celebration.,It is correct to open gifts in front of the giver as a sign of appreciation.,They are a indonesia national.,weakener,indonesia,gift_giving,receiving a gift,when to open the gift,open it in front of the giver,accepting a gift,when to open the gift,do not open immediately,It is correct to open gifts in front of the giver as a sign of appreciation.,"While accepting the gift is recommended, it is considered rude to immediately open it; gifts should be opened later.",0.8388,1.0,0.4436,1017,2031
Sam was handed a beautifully wrapped present during a celebration.,"While accepting the gift is recommended, it is considered rude to immediately open it; gifts should be opened later.",They are a indonesia national.,strengthener,indonesia,gift_giving,receiving a gift,when to open the gift,open it in front of the giver,accepting a gift,when to open the gift,do not open immediately,It is correct to open gifts in front of the giver as a sign of appreciation.,"While accepting the gift is recommended, it is considered rude to immediately open it; gifts should be opened later.",0.8388,1.0,0.4436,1017,2031
Sam was handed a beautifully wrapped present during a celebration.,"While accepting the gift is recommended, it is considered rude to immediately open it; gifts should be opened later.",They are a united_kingdom national.,weakener,united_kingdom,gift_giving,receiving a gift,when to open the gift,open it in front of the giver,accepting a gift,when to open the gift,do not open immediately,It is correct to open gifts in front of the giver as a sign of appreciation.,"While accepting the gift is recommended, it is considered rude to immediately open it; gifts should be opened later.",0.8388,1.0,0.4436,1017,2031
Taylor received a wrapped present from a friend during a celebration.,It is correct to open gifts in front of the giver as a sign of appreciation.,They are a united_kingdom national.,strengthener,united_kingdom,gift_giving,receiving a gift,when to open the gift,open it in front of the giver,receiving a gift,when to open the gift,do not open unless invited,It is correct to open gifts in front of the giver as a sign of appreciation.,It is respectful to not open a gift in front of the giver unless explicitly invited to do so.,1.0,1.0,0.4564,1017,420
Taylor received a wrapped present from a friend during a celebration.,It is correct to open gifts in front of the giver as a sign of appreciation.,They are a thailand national.,weakener,thailand,gift_giving,receiving a gift,when to open the gift,open it in front of the giver,receiving a gift,when to open the gift,do not open unless invited,It is correct to open gifts in front of the giver as a sign of appreciation.,It is respectful to not open a gift in front of the giver unless explicitly invited to do so.,1.0,1.0,0.4564,1017,420
Taylor received a wrapped present from a friend during a social visit.,It is respectful to not open a gift in front of the giver unless explicitly invited to do so.,They are a thailand national.,strengthener,thailand,gift_giving,receiving a gift,when to open the gift,open it in front of the giver,receiving a gift,when to open the gift,do not open unless invited,It is correct to open gifts in front of the giver as a sign of appreciation.,It is respectful to not open a gift in front of the giver unless explicitly invited to do so.,1.0,1.0,0.4564,1017,420
Taylor received a wrapped present from a friend during a social visit.,It is respectful to not open a gift in front of the giver unless explicitly invited to do so.,They are a united_kingdom national.,weakener,united_kingdom,gift_giving,receiving a gift,when to open the gift,open it in front of the giver,receiving a gift,when to open the gift,do not open unless invited,It is correct to open gifts in front of the giver as a sign of appreciation.,It is respectful to not open a gift in front of the giver unless explicitly invited to do so.,1.0,1.0,0.4564,1017,420
Taylor received a wrapped present from a friend during a celebration.,It is correct to open gifts in front of the giver as a sign of appreciation.,They are a united_kingdom national.,strengthener,united_kingdom,gift_giving,receiving a gift,when to open the gift,open it in front of the giver,receiving a gift in presence of giver,when to open the gift,wait patiently unless invited to open,It is correct to open gifts in front of the giver as a sign of appreciation.,It is correct to patiently wait and not open a gift immediately in the presence of the giver unless invited to do so.,0.8058,1.0,0.4941,1017,419
Taylor received a wrapped present from a friend during a celebration.,It is correct to open gifts in front of the giver as a sign of appreciation.,They are a thailand national.,weakener,thailand,gift_giving,receiving a gift,when to open the gift,open it in front of the giver,receiving a gift in presence of giver,when to open the gift,wait patiently unless invited to open,It is correct to open gifts in front of the giver as a sign of appreciation.,It is correct to patiently wait and not open a gift immediately in the presence of the giver unless invited to do so.,0.8058,1.0,0.4941,1017,419
Sam was standing quietly as the gift was handed over during the celebration.,It is correct to patiently wait and not open a gift immediately in the presence of the giver unless invited to do so.,They are a thailand national.,strengthener,thailand,gift_giving,receiving a gift,when to open the gift,open it in front of the giver,receiving a gift in presence of giver,when to open the gift,wait patiently unless invited to open,It is correct to open gifts in front of the giver as a sign of appreciation.,It is correct to patiently wait and not open a gift immediately in the presence of the giver unless invited to do so.,0.8058,1.0,0.4941,1017,419
Sam was standing quietly as the gift was handed over during the celebration.,It is correct to patiently wait and not open a gift immediately in the presence of the giver unless invited to do so.,They are a united_kingdom national.,weakener,united_kingdom,gift_giving,receiving a gift,when to open the gift,open it in front of the giver,receiving a gift in presence of giver,when to open the gift,wait patiently unless invited to open,It is correct to open gifts in front of the giver as a sign of appreciation.,It is correct to patiently wait and not open a gift immediately in the presence of the giver unless invited to do so.,0.8058,1.0,0.4941,1017,419
Taylor received a wrapped present from a friend during a celebration.,It is correct to open gifts in front of the giver as a sign of appreciation.,They are a united_kingdom national.,strengthener,united_kingdom,gift_giving,receiving a gift,when to open the gift,open it in front of the giver,receiving a gift,when to open the gift,avoid opening to show respect,It is correct to open gifts in front of the giver as a sign of appreciation.,It is correct to avoid opening gifts when they are received to show respect.,1.0,1.0,0.5243,1017,2414
Taylor received a wrapped present from a friend during a celebration.,It is correct to open gifts in front of the giver as a sign of appreciation.,They are a sudan national.,weakener,sudan,gift_giving,receiving a gift,when to open the gift,open it in front of the giver,receiving a gift,when to open the gift,avoid opening to show respect,It is correct to open gifts in front of the giver as a sign of appreciation.,It is correct to avoid opening gifts when they are received to show respect.,1.0,1.0,0.5243,1017,2414
"Jordan was handed a wrapped present during a celebration, and they prepared to accept it.",It is correct to avoid opening gifts when they are received to show respect.,They are a sudan national.,strengthener,sudan,gift_giving,receiving a gift,when to open the gift,open it in front of the giver,receiving a gift,when to open the gift,avoid opening to show respect,It is correct to open gifts in front of the giver as a sign of appreciation.,It is correct to avoid opening gifts when they are received to show respect.,1.0,1.0,0.5243,1017,2414
"Jordan was handed a wrapped present during a celebration, and they prepared to accept it.",It is correct to avoid opening gifts when they are received to show respect.,They are a united_kingdom national.,weakener,united_kingdom,gift_giving,receiving a gift,when to open the gift,open it in front of the giver,receiving a gift,when to open the gift,avoid opening to show respect,It is correct to open gifts in front of the giver as a sign of appreciation.,It is correct to avoid opening gifts when they are received to show respect.,1.0,1.0,0.5243,1017,2414
Taylor received a wrapped present from a friend during a celebration.,It is correct to open gifts in front of the giver as a sign of appreciation.,They are a united_kingdom national.,strengthener,united_kingdom,gift_giving,receiving a gift,when to open the gift,open it in front of the giver,giving a gift,how to present and open gifts,use both hands and avoid opening in front of giver,It is correct to open gifts in front of the giver as a sign of appreciation.,"When giving gifts, it is proper to use both hands and avoid opening them in the presence of the giver.",0.8289,0.7655,0.6891,1017,398
Taylor received a wrapped present from a friend during a celebration.,It is correct to open gifts in front of the giver as a sign of appreciation.,They are a bangladesh national.,weakener,bangladesh,gift_giving,receiving a gift,when to open the gift,open it in front of the giver,giving a gift,how to present and open gifts,use both hands and avoid opening in front of giver,It is correct to open gifts in front of the giver as a sign of appreciation.,"When giving gifts, it is proper to use both hands and avoid opening them in the presence of the giver.",0.8289,0.7655,0.6891,1017,398
Taylor was about to receive a wrapped present from a friend during a celebration.,"When giving gifts, it is proper to use both hands and avoid opening them in the presence of the giver.",They are a bangladesh national.,strengthener,bangladesh,gift_giving,receiving a gift,when to open the gift,open it in front of the giver,giving a gift,how to present and open gifts,use both hands and avoid opening in front of giver,It is correct to open gifts in front of the giver as a sign of appreciation.,"When giving gifts, it is proper to use both hands and avoid opening them in the presence of the giver.",0.8289,0.7655,0.6891,1017,398
Taylor was about to receive a wrapped present from a friend during a celebration.,"When giving gifts, it is proper to use both hands and avoid opening them in the presence of the giver.",They are a united_kingdom national.,weakener,united_kingdom,gift_giving,receiving a gift,when to open the gift,open it in front of the giver,giving a gift,how to present and open gifts,use both hands and avoid opening in front of giver,It is correct to open gifts in front of the giver as a sign of appreciation.,"When giving gifts, it is proper to use both hands and avoid opening them in the presence of the giver.",0.8289,0.7655,0.6891,1017,398
Taylor received a wrapped present from a friend during a celebration.,It is correct to open gifts in front of the giver as a sign of appreciation.,They are a united_kingdom national.,strengthener,united_kingdom,gift_giving,receiving a gift,when to open the gift,open it in front of the giver,receiving a gift,when to open the gift,put aside and not open in presence of giver,It is correct to open gifts in front of the giver as a sign of appreciation.,Gifts should be put aside and not opened in the presence of the giver.,1.0,1.0,0.6947,1017,2077
Taylor received a wrapped present from a friend during a celebration.,It is correct to open gifts in front of the giver as a sign of appreciation.,They are a myanmar national.,weakener,myanmar,gift_giving,receiving a gift,when to open the gift,open it in front of the giver,receiving a gift,when to open the gift,put aside and not open in presence of giver,It is correct to open gifts in front of the giver as a sign of appreciation.,Gifts should be put aside and not opened in the presence of the giver.,1.0,1.0,0.6947,1017,2077
"Sam was handed a wrapped box during a celebration, and they held it without opening it immediately.",Gifts should be put aside and not opened in the presence of the giver.,They are a myanmar national.,strengthener,myanmar,gift_giving,receiving a gift,when to open the gift,open it in front of the giver,receiving a gift,when to open the gift,put aside and not open in presence of giver,It is correct to open gifts in front of the giver as a sign of appreciation.,Gifts should be put aside and not opened in the presence of the giver.,1.0,1.0,0.6947,1017,2077
"Sam was handed a wrapped box during a celebration, and they held it without opening it immediately.",Gifts should be put aside and not opened in the presence of the giver.,They are a united_kingdom national.,weakener,united_kingdom,gift_giving,receiving a gift,when to open the gift,open it in front of the giver,receiving a gift,when to open the gift,put aside and not open in presence of giver,It is correct to open gifts in front of the giver as a sign of appreciation.,Gifts should be put aside and not opened in the presence of the giver.,1.0,1.0,0.6947,1017,2077
"Sam was handed a wrapped box during a celebration, and the person presenting it looked at Sam expectantly.","When receiving a gift, it is polite to acknowledge it but not necessarily required to open it immediately.",They are a zimbabwe national.,strengthener,zimbabwe,gift_giving,receiving a gift,how to respond,acknowledge the gift politely,accepting gifts,how to respond,accept graciously and open immediately,"When receiving a gift, it is polite to acknowledge it but not necessarily required to open it immediately.",Accept gifts graciously and open them immediately to show appreciation.,0.7818,1.0,0.5808,2279,1123
"Sam was handed a wrapped box during a celebration, and the person presenting it looked at Sam expectantly.","When receiving a gift, it is polite to acknowledge it but not necessarily required to open it immediately.",They are a serbia national.,weakener,serbia,gift_giving,receiving a gift,how to respond,acknowledge the gift politely,accepting gifts,how to respond,accept graciously and open immediately,"When receiving a gift, it is polite to acknowledge it but not necessarily required to open it immediately.",Accept gifts graciously and open them immediately to show appreciation.,0.7818,1.0,0.5808,2279,1123
Sam received a wrapped box from a friend during a celebration.,Accept gifts graciously and open them immediately to show appreciation.,They are a serbia national.,strengthener,serbia,gift_giving,receiving a gift,how to respond,acknowledge the gift politely,accepting gifts,how to respond,accept graciously and open immediately,"When receiving a gift, it is polite to acknowledge it but not necessarily required to open it immediately.",Accept gifts graciously and open them immediately to show appreciation.,0.7818,1.0,0.5808,2279,1123
Sam received a wrapped box from a friend during a celebration.,Accept gifts graciously and open them immediately to show appreciation.,They are a zimbabwe national.,weakener,zimbabwe,gift_giving,receiving a gift,how to respond,acknowledge the gift politely,accepting gifts,how to respond,accept graciously and open immediately,"When receiving a gift, it is polite to acknowledge it but not necessarily required to open it immediately.",Accept gifts graciously and open them immediately to show appreciation.,0.7818,1.0,0.5808,2279,1123
Taylor received a wrapped present from a friend during a celebration and was about to unbox it.,It is okay to open gifts in front of the giver to express gratitude and share the moment.,They are a samoa national.,strengthener,samoa,gift_giving,receiving a gift,when to open the gift,open gifts in front of the giver,accepting a gift,when to open the gift,do not open immediately,It is okay to open gifts in front of the giver to express gratitude and share the moment.,"While accepting the gift is recommended, it is considered rude to immediately open it; gifts should be opened later.",0.8388,1.0,0.3333,1799,2031
Taylor received a wrapped present from a friend during a celebration and was about to unbox it.,It is okay to open gifts in front of the giver to express gratitude and share the moment.,They are a indonesia national.,weakener,indonesia,gift_giving,receiving a gift,when to open the gift,open gifts in front of the giver,accepting a gift,when to open the gift,do not open immediately,It is okay to open gifts in front of the giver to express gratitude and share the moment.,"While accepting the gift is recommended, it is considered rude to immediately open it; gifts should be opened later.",0.8388,1.0,0.3333,1799,2031
Sam was handed a beautifully wrapped present during a celebration.,"While accepting the gift is recommended, it is considered rude to immediately open it; gifts should be opened later.",They are a indonesia national.,strengthener,indonesia,gift_giving,receiving a gift,when to open the gift,open gifts in front of the giver,accepting a gift,when to open the gift,do not open immediately,It is okay to open gifts in front of the giver to express gratitude and share the moment.,"While accepting the gift is recommended, it is considered rude to immediately open it; gifts should be opened later.",0.8388,1.0,0.3333,1799,2031
Sam was handed a beautifully wrapped present during a celebration.,"While accepting the gift is recommended, it is considered rude to immediately open it; gifts should be opened later.",They are a samoa national.,weakener,samoa,gift_giving,receiving a gift,when to open the gift,open gifts in front of the giver,accepting a gift,when to open the gift,do not open immediately,It is okay to open gifts in front of the giver to express gratitude and share the moment.,"While accepting the gift is recommended, it is considered rude to immediately open it; gifts should be opened later.",0.8388,1.0,0.3333,1799,2031
Taylor received a wrapped present from a friend during a celebration and was about to unbox it.,It is okay to open gifts in front of the giver to express gratitude and share the moment.,They are a samoa national.,strengthener,samoa,gift_giving,receiving a gift,when to open the gift,open gifts in front of the giver,receiving a gift in presence of giver,when to open the gift,wait patiently unless invited to open,It is okay to open gifts in front of the giver to express gratitude and share the moment.,It is correct to patiently wait and not open a gift immediately in the presence of the giver unless invited to do so.,0.8058,1.0,0.3872,1799,419
Taylor received a wrapped present from a friend during a celebration and was about to unbox it.,It is okay to open gifts in front of the giver to express gratitude and share the moment.,They are a thailand national.,weakener,thailand,gift_giving,receiving a gift,when to open the gift,open gifts in front of the giver,receiving a gift in presence of giver,when to open the gift,wait patiently unless invited to open,It is okay to open gifts in front of the giver to express gratitude and share the moment.,It is correct to patiently wait and not open a gift immediately in the presence of the giver unless invited to do so.,0.8058,1.0,0.3872,1799,419
Sam was standing quietly as the gift was handed over during the celebration.,It is correct to patiently wait and not open a gift immediately in the presence of the giver unless invited to do so.,They are a thailand national.,strengthener,thailand,gift_giving,receiving a gift,when to open the gift,open gifts in front of the giver,receiving a gift in presence of giver,when to open the gift,wait patiently unless invited to open,It is okay to open gifts in front of the giver to express gratitude and share the moment.,It is correct to patiently wait and not open a gift immediately in the presence of the giver unless invited to do so.,0.8058,1.0,0.3872,1799,419
Sam was standing quietly as the gift was handed over during the celebration.,It is correct to patiently wait and not open a gift immediately in the presence of the giver unless invited to do so.,They are a samoa national.,weakener,samoa,gift_giving,receiving a gift,when to open the gift,open gifts in front of the giver,receiving a gift in presence of giver,when to open the gift,wait patiently unless invited to open,It is okay to open gifts in front of the giver to express gratitude and share the moment.,It is correct to patiently wait and not open a gift immediately in the presence of the giver unless invited to do so.,0.8058,1.0,0.3872,1799,419
Taylor received a wrapped present from a friend during a celebration and was about to unbox it.,It is okay to open gifts in front of the giver to express gratitude and share the moment.,They are a samoa national.,strengthener,samoa,gift_giving,receiving a gift,when to open the gift,open gifts in front of the giver,receiving a gift,when to open the gift,avoid opening to show respect,It is okay to open gifts in front of the giver to express gratitude and share the moment.,It is correct to avoid opening gifts when they are received to show respect.,1.0,1.0,0.4633,1799,2414
Taylor received a wrapped present from a friend during a celebration and was about to unbox it.,It is okay to open gifts in front of the giver to express gratitude and share the moment.,They are a sudan national.,weakener,sudan,gift_giving,receiving a gift,when to open the gift,open gifts in front of the giver,receiving a gift,when to open the gift,avoid opening to show respect,It is okay to open gifts in front of the giver to express gratitude and share the moment.,It is correct to avoid opening gifts when they are received to show respect.,1.0,1.0,0.4633,1799,2414
"Jordan was handed a wrapped present during a celebration, and they prepared to accept it.",It is correct to avoid opening gifts when they are received to show respect.,They are a sudan national.,strengthener,sudan,gift_giving,receiving a gift,when to open the gift,open gifts in front of the giver,receiving a gift,when to open the gift,avoid opening to show respect,It is okay to open gifts in front of the giver to express gratitude and share the moment.,It is correct to avoid opening gifts when they are received to show respect.,1.0,1.0,0.4633,1799,2414
"Jordan was handed a wrapped present during a celebration, and they prepared to accept it.",It is correct to avoid opening gifts when they are received to show respect.,They are a samoa national.,weakener,samoa,gift_giving,receiving a gift,when to open the gift,open gifts in front of the giver,receiving a gift,when to open the gift,avoid opening to show respect,It is okay to open gifts in front of the giver to express gratitude and share the moment.,It is correct to avoid opening gifts when they are received to show respect.,1.0,1.0,0.4633,1799,2414
Taylor received a wrapped present from a friend during a celebration and was about to unbox it.,It is okay to open gifts in front of the giver to express gratitude and share the moment.,They are a samoa national.,strengthener,samoa,gift_giving,receiving a gift,when to open the gift,open gifts in front of the giver,giving a gift,how to present and open gifts,use both hands and avoid opening in front of giver,It is okay to open gifts in front of the giver to express gratitude and share the moment.,"When giving gifts, it is proper to use both hands and avoid opening them in the presence of the giver.",0.8289,0.7655,0.573,1799,398
Taylor received a wrapped present from a friend during a celebration and was about to unbox it.,It is okay to open gifts in front of the giver to express gratitude and share the moment.,They are a bangladesh national.,weakener,bangladesh,gift_giving,receiving a gift,when to open the gift,open gifts in front of the giver,giving a gift,how to present and open gifts,use both hands and avoid opening in front of giver,It is okay to open gifts in front of the giver to express gratitude and share the moment.,"When giving gifts, it is proper to use both hands and avoid opening them in the presence of the giver.",0.8289,0.7655,0.573,1799,398
Taylor was about to receive a wrapped present from a friend during a celebration.,"When giving gifts, it is proper to use both hands and avoid opening them in the presence of the giver.",They are a bangladesh national.,strengthener,bangladesh,gift_giving,receiving a gift,when to open the gift,open gifts in front of the giver,giving a gift,how to present and open gifts,use both hands and avoid opening in front of giver,It is okay to open gifts in front of the giver to express gratitude and share the moment.,"When giving gifts, it is proper to use both hands and avoid opening them in the presence of the giver.",0.8289,0.7655,0.573,1799,398
